genre
pop punk
punk
socal pop punk
anthem emo
pixie
pop emo
pop punk
alternative emo
dreamo
emo
modern rock
pop punk
post-hardcore
screamo
metalcore
pop punk
post-screamo
screamo
punk
ska punk
skate punk
anthem emo
easycore
melodic hardcore
canadian folk
canadian pop
electropop
indie poptimism
indietronica
post-screamo
canadian punk
hamilton on indie
indie punk
alternative emo
anthem emo
melodic hardcore
new jersey indie
progressive post-hardcore
alternative rock
garage rock
grunge
noise rock
post-grunge
punk
alternative emo
anthem emo
chicago pop punk
easycore
""
canadian pop punk
canadian pop punk
""
""
melodic hardcore
skate punk
alternative emo
anthem emo
emo
midwest emo
permanent wave
pop punk
punk
rock
emo
modern rock
pop punk
skate punk
swedish alternative rock
swedish hardcore
alternative emo
anthem emo
emo
alternative metal
hardcore punk
post-hardcore
swedish hardcore
swedish post-hardcore
vegan straight edge
neon pop punk
pixie
pop punk
texas pop punk
crossover thrash
hardcore
hardcore punk
nyhc
old school thrash
punk
rap rock
straight edge
anthem emo
pop punk
uk pop punk
alternative emo
anthem emo
chicago pop punk
easycore
horror punk
psychobilly
punk
rockabilly
emo
pop punk
skate punk
alternative emo
chaotic hardcore
emo
melodic hardcore
post-hardcore
screamo
anthem emo
easycore
post-screamo
alternative rock
art rock
boston rock
garage rock
indie rock
modern rock
new wave
noise pop
permanent wave
rock
ontario indie
anthem emo
easycore
socal pop punk
dance-punk
dreamo
emo
emo punk
indie folk
indie pop
indie rock
modern rock
omaha indie
pop punk
post-hardcore
melodic hardcore
melodic metalcore
""
german post-hardcore
toronto indie
""
""
""
""
""
""
anarcho-punk
crossover thrash
crust punk
hardcore punk
oi
punk
thrash core
alternative country
alternative pop
alternative rock
gbvfi
jangle pop
lo-fi
permanent wave
power pop
roots rock
""
german punk
""
anthem emo
uk pop punk
metalcore
pop emo
pop punk
screamo
pop punk
punk
socal pop punk
melodic hardcore
orgcore
pop punk
power-pop punk
punk
skate punk
wyoming indie
melodic hardcore
pop punk
punk
ska punk
skate punk
socal pop punk
anthem emo
alabama metal
christian metal
deathcore
melodic hardcore
melodic metalcore
metalcore
screamo
alternative rock
art rock
classic rock
dance rock
garage rock
glam rock
new wave
permanent wave
post-punk
protopunk
psychedelic rock
punk
rock
emo
pop punk
post-hardcore
screamo
alternative emo
dreamo
emo
neon pop punk
new jersey indie
pop punk
post-hardcore
screamo
post-screamo
progressive post-hardcore
screamo
oslo indie
""
metallic hardcore
canadian punk
manitoba indie
alternative emo
anthem emo
canadian pop punk
ottawa indie
canadian punk
southeast asian post-rock
""
san diego indie
canadian pop punk
uk pop punk
emo
pop rock
socal pop punk
alternative emo
anthem emo
canadian hardcore
canadian metal
deep melodic metalcore
melodic hardcore
melodic metalcore
metalcore
screamo
alternative emo
anthem emo
melodic hardcore
uk pop punk
pop punk
alternative emo
anthem emo
canadian pop punk
canadian post-hardcore
melodic hardcore
""
australian garage punk
australian indie
brisbane indie
dance-punk
canadian pop punk
garage pop
garage punk
indie punk
orgcore
power-pop punk
""
melodic hardcore
melodic metalcore
metalcore
post-screamo
screamo
fast melodic punk
melodic hardcore
horror punk
psychobilly
punk
rockabilly
anthem emo
uk pop punk
""
""
alternative emo
anthem emo
emo
chicago pop punk
socal pop punk
""
alternative emo
diy emo
emo
midwest emo
""
""
""
metalcore
pop punk
screamo
emo
modern rock
pop punk
emo
neon pop punk
pop emo
pop punk
pop rock
screamo
emo
neon pop punk
pop punk
pop rock
modern rock
neo mellow
pop punk
pop rock
post-grunge
emo
pop punk
easycore
emo
pop punk
pop rock
post-grunge
skate punk
bow pop
emo
modern rock
pop punk
pop rock
post-grunge
socal pop punk
baroque pop
emo
modern rock
pop punk
pop punk
punk
socal pop punk
pop punk
pop rock
post-teen pop
alternative rock
pop punk
pop rock
post-grunge
socal pop punk
modern rock
neo mellow
pop
pop punk
pop rock
post-grunge
alternative metal
emo
pop punk
punk
screamo
skate punk
pop punk
punk
socal pop punk
alternative metal
emo
nu metal
pop punk
post-grunge
post-hardcore
rap rock
screamo
alternative metal
modern rock
pop punk
pop rock
post-grunge
baroque pop
emo
modern rock
pop punk
canadian ccm
christian alternative rock
christian music
christian punk
christian rock
neo mellow
pop punk
pop rock
pop punk
punk
socal pop punk
emo
modern rock
pop punk
alternative metal
canadian pop punk
canadian punk
nu metal
pop punk
post-grunge
punk
candy pop
emo
pixie
pop emo
pop punk
emo
pop punk
pop rock
post-grunge
screamo
alternative metal
chicago hardcore
chicago punk
hardcore punk
nu metal
pop punk
post-grunge
punk
rap rock
skate punk
pop punk
pop rock
post-teen pop
emo
modern rock
pop punk
neo mellow
neon pop punk
piano rock
pop punk
pop rock
post-teen pop
emo
pop punk
modern rock
neo mellow
pop punk
pop rock
post-grunge
candy pop
emo
pixie
pop emo
pop punk
comic
pop punk
pop rock
post-grunge
texas pop punk
alternative metal
canadian pop punk
canadian punk
nu metal
pop punk
post-grunge
punk
emo
pop punk
canadian pop punk
canadian punk
canadian rock
pop punk
pop rock
post-grunge
alternative metal
modern rock
pop punk
pop rock
post-grunge
modern rock
neo mellow
pop
pop punk
pop rock
post-grunge
candy pop
emo
pixie
pop emo
pop punk
permanent wave
